id,name,start,end
ENSG00000263990,AC004253.1,31873926,31886666
ENSG00000178691,SUZ12,31937018,32001045
ENSG00000253058,RNA5SP437,31963805,31963933
ENSG00000264300,AC090616.3,32003110,32006688
ENSG00000185158,LRRC37B,32007872,32053504
ENSG00000264497,AC090616.4,32024469,32024583
ENSG00000266777,SH3GL1P1,32039974,32042828
ENSG00000278867,AC090616.7,32051030,32053208
ENSG00000264164,AC090616.2,32083179,32097065
ENSG00000266379,AC090616.5,32088160,32094933
ENSG00000263369,AC090616.1,32106330,32114125
ENSG00000265574,WDR45BP1,32111562,32112590
ENSG00000277511,AC116407.2,32127595,32128454
ENSG00000214708,AC116407.1,32141226,32143135
ENSG00000126858,RHOT1,32142454,32253374
ENSG00000265293,ARGFXP2,32150433,32151504
ENSG00000280033,AC116407.4,32159311,32160371
ENSG00000280020,AC116407.3,32178946,32180074
ENSG00000266282,UBL5P2,32227890,32228108
ENSG00000141314,RHBDL3,32266176,32324661
ENSG00000263674,AC026620.1,32280387,32280953
ENSG00000265794,AC005899.4,32324431,32360700
ENSG00000108666,C17orf75,32324565,32350023
ENSG00000265139,AC005899.3,32328441,32329395
ENSG00000263749,OOSP1P2,32343774,32344124
ENSG00000283774,MIR632,32350109,32350202
ENSG00000010244,ZNF207,32350117,32381886
ENSG00000274341,AC005899.6,32408013,32408309
ENSG00000278668,AC005899.7,32410159,32410746
ENSG00000266385,AC005899.5,32411217,32412420
ENSG00000279762,AC005899.8,32423971,32446038
ENSG00000264083,AC005899.1,32430967,32432841
ENSG00000264373,AC005899.2,32434939,32435028
ENSG00000108671,PSMD11,32444261,32483318
ENSG00000202100,Y_RNA,32463374,32463482
ENSG00000176749,CDK5R1,32486619,32491256
ENSG00000176658,MYO1D,32492522,32877177
ENSG00000266718,AC079336.5,32495536,32499333
ENSG00000280245,AC079336.7,32504567,32505644
ENSG00000265222,AC079336.2,32509954,32523424
ENSG00000263717,AC079336.1,32512869,32519350
ENSG00000279781,AC079336.6,32518322,32518934
ENSG00000266599,AC079336.4,32518953,32531492
ENSG00000265337,AC079336.3,32529008,32530049
ENSG00000264458,AC025211.1,32627739,32686484
ENSG00000201178,Y_RNA,32830219,32830329
ENSG00000226377,AC084809.1,32876759,32878637
ENSG00000236377,AC084809.2,32905662,32906584
ENSG00000006042,TMEM98,32927910,32945106
ENSG00000141316,SPACA3,32970376,32997877
ENSG00000108684,ASIC2,33013087,34174964
ENSG00000264598,AC003687.1,33052107,33052867
ENSG00000280349,AC008133.2,33099969,33100319
ENSG00000266535,AC008133.1,33111858,33131743
ENSG00000265544,AA06,33529787,33533760
ENSG00000265697,AC011824.3,33534110,33541339
ENSG00000265125,AC011824.2,33565764,33624122
ENSG00000265115,AC011824.1,33627027,33635057
ENSG00000264643,AC024614.1,33680577,33680883
ENSG00000265689,AC024614.2,33688803,33689174
ENSG00000283381,AC024614.3,33692229,33692484
ENSG00000283417,AC024614.4,33791838,33816761
ENSG00000279668,AC024610.2,33827728,34079100
ENSG00000265356,AC004147.4,33935437,34156000
ENSG00000263435,AC024610.1,33976531,33980851
ENSG00000279674,AC123769.2,34000789,34006772
ENSG00000226049,TLK2P1,34036681,34039872
ENSG00000263485,AC004147.1,34080882,34082224
ENSG00000265775,AC004147.5,34118347,34118882
ENSG00000252370,RNA5SP438,34120056,34120167
ENSG00000264791,AC004147.3,34142947,34147047
ENSG00000263571,AC004147.2,34155566,34165679
ENSG00000261156,LINC01989,34169372,34195937
ENSG00000264990,AC005549.1,34176538,34178166
ENSG00000108691,CCL2,34255218,34257203
ENSG00000108688,CCL7,34270221,34272242
ENSG00000172156,CCL11,34285668,34288334
ENSG00000108700,CCL8,34319036,34321402
ENSG00000265614,AC011193.2,34331862,34332228
ENSG00000181374,CCL13,34356452,34358610
ENSG00000108702,CCL1,34360328,34363231
ENSG00000225582,AC011193.1,34479312,34479957
ENSG00000197322,C17orf102,34574123,34579369
ENSG00000181291,TMEM132E,34579487,34639318
ENSG00000278860,AC005691.1,34614409,34614809
ENSG00000264174,AC005552.1,34725509,34726170
ENSG00000264622,AC022903.1,34837871,34859046
ENSG00000132141,CCT6B,34927859,34981078
ENSG00000198783,ZNF830,34961530,34963775
ENSG00000005156,LIG3,34980494,35009743
ENSG00000092871,RFFL,35005990,35089319
ENSG00000267618,AC004223.3,35011349,35121493
ENSG00000273687,AC004223.4,35018660,35018991
ENSG00000267457,AC004223.2,35073831,35074374
ENSG00000243423,AC004223.1,35076737,35077007
ENSG00000185379,RAD51D,35092208,35121522
ENSG00000253084,RNU6-840P,35093909,35093973
ENSG00000252328,Vault,35097560,35097657
ENSG00000073598,FNDC8,35121579,35130732
ENSG00000073536,NLE1,35128753,35142315
ENSG00000141161,UNC45B,35147817,35189345
ENSG00000267782,AC022916.4,35164243,35167012
ENSG00000266981,AC022916.2,35188522,35191343
ENSG00000267744,AC022916.3,35190961,35191702
ENSG00000164729,SLC35G3,35192520,35194523
ENSG00000266947,AC022916.1,35231450,35242963
ENSG00000166750,SLFN5,35243036,35273655
ENSG00000267364,AC022706.1,35313502,35324900
ENSG00000267271,AC060766.2,35344231,35344564
ENSG00000172716,SLFN11,35350305,35373701
ENSG00000267315,AC060766.3,35377416,35377678
ENSG00000267711,AC060766.6,35400878,35403006
ENSG00000267547,AC060766.4,35403837,35404373
ENSG00000267745,AC060766.7,35406684,35409768
ENSG00000267648,AC060766.5,35406948,35407818
ENSG00000267102,AC060766.1,35409602,35410228
ENSG00000172123,SLFN12,35411060,35433283
ENSG00000154760,SLFN13,35435096,35448837
ENSG00000267312,AC015911.4,35459481,35460550
ENSG00000205045,SLFN12L,35464249,35537861
ENSG00000267554,AC015911.8,35470069,35470628
ENSG00000267349,AC015911.5,35477994,35478444
ENSG00000267046,E2F3P1,35490009,35491238
ENSG00000267369,AC015911.7,35498218,35499175
ENSG00000267074,AC015911.3,35499690,35510270
ENSG00000255987,TOMM20P2,35514766,35515186
ENSG00000267035,AC015911.2,35540039,35540797
ENSG00000236320,SLFN14,35548125,35558098
ENSG00000267359,AC015911.6,35553205,35554767
ENSG00000267625,AC015911.9,35561539,35562077
ENSG00000242660,AC015911.1,35566517,35566672
ENSG00000267321,LINC02001,35568109,35574843
ENSG00000207297,SNORD7,35573657,35573753
ENSG00000108733,PEX12,35574795,35578863
ENSG00000006125,AP2B1,35578046,35726409
ENSG00000267592,AC004134.1,35596904,35597128
ENSG00000270647,TAF15,35713791,35864615
ENSG00000270885,RASL10B,35731649,35743521
ENSG00000270765,GAS2L2,35744511,35752878
ENSG00000271447,MMP28,35756249,35795707
ENSG00000271392,AC006237.1,35757199,35758325
ENSG00000270806,C17orf50,35760897,35765079
ENSG00000270829,AC015849.2,35808489,35808897
ENSG00000270871,AC015849.3,35816717,35830293
ENSG00000270894,AC015849.4,35818399,35823713
ENSG00000270379,HEATR9,35854946,35868891
ENSG00000271268,AC015849.6,35861093,35861566
ENSG00000270240,AC015849.1,35868967,35885863
ENSG00000271503,CCL5,35871491,35880793
ENSG00000271394,7SK,35889558,35889804
ENSG00000270977,AC015849.5,35893707,35911023
ENSG00000271013,LRRC37A9P,35912635,35918010
ENSG00000278023,RDM1,35918066,35930773
ENSG00000275722,LYZL6,35934518,35943699
ENSG00000273736,AC244100.1,35963488,35965472
ENSG00000275152,CCL16,35976493,35981496
ENSG00000276409,CCL14,35983291,35987004
ENSG00000275431,AC244100.2,35983656,35990270
ENSG00000275688,CCL15-CCL14,35983656,36001621
ENSG00000275718,CCL15,35996440,36002038
ENSG00000275944,AC244100.3,36001419,36011618
ENSG00000278690,AC244100.4,36012504,36012891
ENSG00000274736,CCL23,36013056,36017968
ENSG00000275385,CCL18,36064280,36072032
ENSG00000277089,AC243829.4,36072866,36090134
ENSG00000277632,CCL3,36088256,36090169
ENSG00000275302,CCL4,36103590,36105621
ENSG00000276014,RN7SL301P,36110150,36110447
ENSG00000276241,AC243829.2,36116177,36177510
ENSG00000282738,AC243829.7,36161607,36162926
ENSG00000274808,TBC1D3B,36165681,36176636
ENSG00000274767,AC243829.1,36183235,36196471
ENSG00000276085,CCL3L3,36194869,36196758
ENSG00000276070,CCL4L2,36210924,36212878
ENSG00000278097,AC243829.5,36225246,36226807
ENSG00000276755,AC243829.3,36234447,36234554
ENSG00000278395,AC243829.6,36241701,36241806
ENSG00000274933,TBC1D3I,36253456,36264553
ENSG00000261499,AC233699.1,36274191,36320547
ENSG00000265889,Y_RNA,36285312,36285413
ENSG00000260287,TBC1D3G,36323884,36334759
ENSG00000274226,TBC1D3H,36377531,36388423
ENSG00000277029,RNU6-1192P,36404826,36404932
ENSG00000275954,TBC1D3F,36428618,36439566
ENSG00000274658,TBC1D3J,36450146,36457535
ENSG00000273611,ZNHIT3,36486629,36499310
ENSG00000274164,RNA5SP439,36491199,36491322
ENSG00000278259,MYO19,36495633,36543435
ENSG00000277161,PIGW,36535020,36539310
ENSG00000278311,GGNBP2,36544888,36589848
ENSG00000274756,AC243732.1,36574462,36575325
ENSG00000278535,DHRS11,36591798,36600806
ENSG00000278619,MRM1,36601572,36608971
ENSG00000275720,AC243830.2,36634069,36634698
ENSG00000276508,AC243830.3,36684754,36685129
ENSG00000275613,AC243830.1,36722583,36726340
ENSG00000277268,AC243773.2,36861674,36936661
ENSG00000273706,LHX1,36936785,36944612
ENSG00000276707,AC243773.1,36940049,36943456
ENSG00000275700,AATF,36948875,37056871
ENSG00000277911,AC243773.3,36980167,36980422
ENSG00000277589,AC244093.4,36998598,37000034
ENSG00000276326,MIR2909,37033745,37033813
ENSG00000277579,AC244093.3,37034668,37043252
ENSG00000278638,AC244093.5,37045462,37052775
ENSG00000278540,ACACA,37084988,37406818
ENSG00000274308,AC244093.1,37140611,37141424
ENSG00000275029,HMGB1P24,37143607,37144463
ENSG00000276810,AC244093.2,37162616,37163139
ENSG00000278505,C17orf78,37375986,37392708
ENSG00000276054,AC243654.3,37386886,37387926
ENSG00000276234,TADA2A,37406874,37479730
ENSG00000273965,AC243654.1,37407936,37408594
ENSG00000275839,AC243654.2,37454171,37454931
ENSG00000276023,DUSP14,37489831,37513501
ENSG00000275066,SYNRG,37514797,37609496
ENSG00000277688,AC243585.2,37609739,37613841
ENSG00000278053,DDX52,37609739,37643464
ENSG00000274620,MIR378J,37614931,37615039
ENSG00000277501,AC243571.2,37642947,37684252
ENSG00000274244,AC243585.1,37649133,37650894
ENSG00000275410,HNF1B,37686432,37745247
ENSG00000275173,AC243571.1,37798894,37802788
ENSG00000276715,YWHAEP7,37828305,37884743
ENSG00000277341,RNU6-489P,37907957,37908063
ENSG00000273513,TBC1D3K,37924415,37935365
ENSG00000277488,5S_rRNA,37940704,37940790
ENSG00000274512,TBC1D3L,37977972,37989048
ENSG00000274419,TBC1D3D,38003976,38014902
ENSG00000278299,TBC1D3C,38057693,38068592
ENSG00000274615,AC233968.1,38078262,38124770
ENSG00000275006,Y_RNA,38089399,38089500
ENSG00000278599,TBC1D3E,38127951,38138862
ENSG00000274663,5S_rRNA,38144201,38144287
ENSG00000274611,TBC1D3,38181659,38192541
ENSG00000274487,AC244154.1,38195740,38257152
ENSG00000274284,Y_RNA,38231043,38231144
ENSG00000278845,MRPL45,38297023,38323218
ENSG00000277399,GPR179,38325530,38343847
ENSG00000274211,SOCS7,38352228,38405593
ENSG00000275832,ARHGAP23,38419280,38512392
ENSG00000276170,AC244153.1,38450394,38452444
ENSG00000277363,SRCIN1,38530016,38605930
ENSG00000274996,AC006449.1,38601049,38602701
ENSG00000273604,EPOP,38671703,38675421
ENSG00000275238,MIR4734,38702262,38702331
ENSG00000277969,AC006449.6,38702452,38704747
ENSG00000275532,AC006449.2,38703480,38706261
ENSG00000275023,MLLT6,38705542,38729803
ENSG00000275665,AC006449.3,38715328,38720272
ENSG00000273627,MIR4726,38719691,38719748
ENSG00000279119,AC006449.7,38727833,38728198
ENSG00000277972,CISD3,38730235,38735044
ENSG00000276036,RNA5SP440,38731802,38731920
ENSG00000277258,PCGF2,38733897,38749817
ENSG00000277182,AC006449.5,38749360,38751457
ENSG00000277791,PSMB3,38752736,38764231
ENSG00000274607,RNU6-866P,38755279,38755400
ENSG00000276293,PIP4K2B,38765689,38800126
ENSG00000273559,CWC25,38800434,38825481
ENSG00000274054,MIR4727,38825838,38825892
ENSG00000275489,C17orf98,38835088,38841455
ENSG00000125691,RPL23,38847865,38853843
ENSG00000252699,SNORA21B,38851524,38851659
ENSG00000199293,SNORA21,38852863,38852994
ENSG00000244086,RPS20P35,38855314,38855670
ENSG00000002834,LASP1,38869859,38921770
ENSG00000263466,AC006441.1,38903704,38904600
ENSG00000277057,MIR6779,38914979,38915042
ENSG00000265784,AC006441.3,38918801,38921769
ENSG00000263874,LINC00672,38925168,38929384
ENSG00000204952,FBXO47,38936432,38967402
ENSG00000265428,AC006441.2,38996323,38996624
ENSG00000266588,AC006441.4,39003248,39013032
ENSG00000277426,AC006441.5,39023394,39026742
ENSG00000266013,LINC02079,39026715,39027110
ENSG00000214553,LRRC37A11P,39027277,39053205
ENSG00000266048,AC091178.2,39033926,39034042
ENSG00000263818,AC091178.1,39057019,39113190
ENSG00000161381,PLXDC1,39063303,39154394
ENSG00000141748,ARL5C,39156894,39167484
ENSG00000280177,AC004408.2,39165073,39167849
ENSG00000266101,AC004408.1,39173290,39177503
ENSG00000067191,CACNB1,39173456,39197703
ENSG00000108298,RPL19,39200283,39204727
ENSG00000141750,STAC2,39210536,39225872
ENSG00000265460,AC015910.1,39238466,39250818
ENSG00000108306,FBXL20,39252644,39402523
ENSG00000266469,AC005288.1,39401793,39406233
ENSG00000125686,MED1,39404285,39451286
ENSG00000167258,CDK12,39461511,39564907
ENSG00000222777,RNU6-233P,39546104,39546244
ENSG00000273576,AC009283.1,39566915,39567559
ENSG00000171532,NEUROD2,39603536,39609777
ENSG00000214546,AC087491.1,39619613,39622513
ENSG00000131771,PPP1R1B,39626740,39636626
ENSG00000131748,STARD3,39637065,39663484
ENSG00000173991,TCAP,39664187,39666555
ENSG00000141744,PNMT,39667981,39670475
ENSG00000161395,PGAP3,39671122,39696797
ENSG00000141736,ERBB2,39687914,39730426
ENSG00000265178,MIR4728,39726495,39726561
ENSG00000141741,MIEN1,39728496,39730787
ENSG00000141738,GRB7,39737927,39747291
ENSG00000161405,IKZF3,39757715,39864188
ENSG00000264663,KRT8P34,39835037,39836080
ENSG00000226117,AC090844.1,39839369,39839524
ENSG00000186075,ZPBP2,39868164,39877896
ENSG00000073605,GSDMB,39904595,39919854
ENSG00000172057,ORMDL3,39921041,39927601
ENSG00000264968,AC090844.2,39927742,39939601
ENSG00000204913,LRRC3C,39941474,39944747
ENSG00000167914,GSDMA,39953263,39977766
ENSG00000108344,PSMD3,39980797,39997960
ENSG00000265799,AC090844.3,40012226,40014705
ENSG00000108342,CSF3,40015361,40017813
ENSG00000008838,MED24,40019097,40061215
ENSG00000283721,MIR6884,40026332,40026409
ENSG00000238793,SNORD124,40027542,40027645
ENSG00000126351,THRA,40058290,40093867
ENSG00000126368,NR1D1,40092787,40100725
ENSG00000279199,AC068669.1,40113215,40115442
ENSG00000188895,MSL1,40122298,40136916
ENSG00000108349,CASC3,40140318,40172183
ENSG00000284144,MIR6866,40161933,40162001
ENSG00000108352,RAPGEFL1,40177010,40195656
ENSG00000274621,MIR6867,40193597,40193663
ENSG00000171475,WIPF2,40219304,40284136
ENSG00000094804,CDC6,40287633,40304657
ENSG00000131759,RARA,40309192,40357643
ENSG00000265666,RARA-AS1,40340867,40343136
ENSG00000278918,AC080112.3,40348049,40350539
ENSG00000266208,AC080112.1,40360655,40364693
ENSG00000183153,GJD3,40362931,40363815
ENSG00000264655,PPIAP54,40367952,40368438
ENSG00000252618,RNA5SP441,40374089,40374176
ENSG00000278346,AC080112.2,40380666,40381838
ENSG00000131747,TOP2A,40388516,40417950
ENSG00000222881,Y_RNA,40391232,40391338
ENSG00000240125,RPL23AP75,40439467,40439917
ENSG00000141753,IGFBP4,40443461,40457731
ENSG00000279806,AC018629.1,40473554,40475289
ENSG00000131746,TNS4,40475828,40501597
ENSG00000266088,AC004585.1,40517026,40527002
ENSG00000126353,CCR7,40553769,40565472
ENSG00000279775,AC004585.2,40597113,40598585
ENSG00000073584,SMARCE1,40624962,40648508
ENSG00000264058,AC073508.2,40628797,40665141
ENSG00000278834,AC073508.3,40648300,40649718
ENSG00000213424,KRT222,40654665,40665181
ENSG00000224244,AC073508.1,40687038,40689360
ENSG00000167916,KRT24,40697991,40703750
ENSG00000229028,KRT223P,40717235,40721932
ENSG00000204897,KRT25,40748021,40755332
ENSG00000186393,KRT26,40766238,40772162
ENSG00000171446,KRT27,40776808,40782534
ENSG00000173908,KRT28,40792203,40799959
ENSG00000264488,AC090283.1,40803744,40809296
ENSG00000186395,KRT10,40818117,40822595
ENSG00000167920,TMEM99,40819106,40836274
ENSG00000265359,AC004231.3,40850800,40863282
ENSG00000187242,KRT12,40861303,40867210
ENSG00000171431,KRT20,40875941,40885227
ENSG00000234477,AC004231.1,40921430,40975926
ENSG00000108244,KRT23,40922696,40937634
ENSG00000196859,KRT39,40958417,40966892
ENSG00000204889,KRT40,40977716,40987135
ENSG00000212899,KRTAP3-3,40993430,40994133
ENSG00000212900,KRTAP3-2,40999193,40999894
ENSG00000226776,KRTAP3-4P,41004481,41004760
ENSG00000212901,KRTAP3-1,41008521,41019324
ENSG00000221852,KRTAP1-5,41026026,41027202
ENSG00000204887,KRTAP1-4,41029697,41030104
ENSG00000221880,KRTAP1-3,41033884,41034855
ENSG00000188581,KRTAP1-1,41040559,41041461
ENSG00000212725,KRTAP2-1,41046541,41047316
ENSG00000214518,KRTAP2-2,41054498,41055230
ENSG00000212724,KRTAP2-3,41059240,41060114
ENSG00000213417,KRTAP2-4,41065116,41065879
ENSG00000237230,KRTAP2-5P,41071946,41072341
ENSG00000240871,KRTAP4-7,41084150,41085141
ENSG00000204880,KRTAP4-8,41096981,41098141
ENSG00000241241,KRTAP4-16,41101502,41102209
ENSG00000212722,KRTAP4-9,41105332,41106488
ENSG00000212721,KRTAP4-11,41117181,41118360
ENSG00000213416,KRTAP4-12,41123091,41124167
ENSG00000198090,KRTAP4-6,41139433,41140487
ENSG00000198271,KRTAP4-5,41148924,41149802
ENSG00000171396,KRTAP4-4,41159651,41160731
ENSG00000196156,KRTAP4-3,41167231,41168194
ENSG00000244537,KRTAP4-2,41177446,41178208
ENSG00000198443,KRTAP4-1,41184102,41185342
ENSG00000251439,AC006070.1,41186944,41187136
ENSG00000240542,KRTAP9-1,41189887,41190639
ENSG00000248807,KRTAP9-12P,41212706,41213237
ENSG00000239886,KRTAP9-2,41226648,41227652
ENSG00000204873,KRTAP9-3,41232463,41233454
ENSG00000187272,KRTAP9-8,41238045,41239004
ENSG00000241595,KRTAP9-4,41249687,41250653
ENSG00000198083,KRTAP9-9,41255384,41256364
ENSG00000212659,KRTAP9-6,41265339,41266641
ENSG00000229351,KRTAP9-11P,41271311,41271835
ENSG00000180386,KRTAP9-7,41275659,41276697
ENSG00000237183,KRTAP9-10P,41280604,41280810
ENSG00000212658,KRTAP29-1,41301826,41302851
ENSG00000212657,KRTAP16-1,41307700,41309253
ENSG00000186860,KRTAP17-1,41314917,41315695
ENSG00000233014,TBC1D3P7,41323427,41329545
ENSG00000108516,AC003958.1,41334632,41335733
ENSG00000006059,KRT33A,41346092,41350812
ENSG00000131738,KRT33B,41363494,41369800
ENSG00000131737,KRT34,41377650,41382403
ENSG00000094796,KRT31,41393724,41397592
ENSG00000234859,AC003958.2,41402416,41425049
ENSG00000225438,KRT41P,41406512,41411775
ENSG00000108417,KRT37,41420753,41424523
ENSG00000171360,KRT38,41436446,41440921
ENSG00000236473,KRT43P,41448183,41454055
ENSG00000108759,KRT32,41459811,41467429
ENSG00000223125,RNU2-32P,41467956,41468146
ENSG00000197079,KRT35,41476689,41481140
ENSG00000126337,KRT36,41486136,41492546
ENSG00000171401,KRT13,41500981,41505705
ENSG00000229732,AC019349.1,41500983,41502409
ENSG00000171346,KRT15,41513743,41522529
ENSG00000283796,MIR6510,41517164,41517217
ENSG00000171345,KRT19,41523617,41528308
ENSG00000226629,LINC00974,41549606,41554495
ENSG00000171403,KRT9,41565841,41572058
ENSG00000186847,KRT14,41582279,41586921
ENSG00000186832,KRT16,41609778,41615899
ENSG00000128422,KRT17,41619437,41624842
ENSG00000214514,KRT42P,41626327,41640199
ENSG00000278954,AC130686.1,41665566,41668031
ENSG00000173812,EIF1,41688885,41692668
ENSG00000184502,GAST,41712326,41715969
ENSG00000173805,HAP1,41717742,41734644
ENSG00000201920,RNA5SP442,41718154,41718260
ENSG00000239542,RN7SL399P,41730127,41730405
ENSG00000173801,JUP,41754604,41786931
ENSG00000141696,P3H4,41801947,41812604
ENSG00000141756,FKBP10,41812680,41823217
ENSG00000141698,NT5C3B,41825181,41836263
ENSG00000161594,KLHL10,41835685,41848384
ENSG00000259623,AC125257.1,41848518,41851447
ENSG00000178502,KLHL11,41853545,41865431
ENSG00000131473,ACLY,41866908,41930542
ENSG00000274630,AC125257.2,41867581,41867736
ENSG00000204815,TTC25,41930635,41965651
ENSG00000173786,CNP,41966741,41977731
ENSG00000168259,DNAJC7,41976433,42021376
ENSG00000168256,NKIRAS2,42011382,42025644
ENSG00000187595,ZNF385C,42025576,42098479
ENSG00000267221,C17orf113,42038232,42050614
ENSG00000108771,DHX58,42101404,42112733
ENSG00000108773,KAT2A,42113108,42121358
ENSG00000267261,AC099811.2,42119674,42154916
ENSG00000260325,HSPB9,42121431,42123352
ENSG00000108774,RAB5C,42124976,42155044
ENSG00000267658,AC099811.3,42154600,42155972
ENSG00000089558,KCNH4,42156891,42181278
ENSG00000161610,HCRT,42184060,42185452
ENSG00000167925,GHDC,42188799,42194532
ENSG00000173757,STAT5B,42199168,42276707
ENSG00000280295,AC099811.6,42233832,42235469
ENSG00000267758,AC099811.4,42268587,42269807
ENSG00000236194,AC099811.1,42270517,42272683
ENSG00000278829,AC099811.5,42272069,42275571
ENSG00000126561,STAT5A,42287547,42311943
ENSG00000168610,STAT3,42313324,42388568
ENSG00000177469,CAVIN1,42402452,42423517
ENSG00000238704,RNU7-97P,42440198,42440259
ENSG00000033627,ATP6V0A1,42458844,42522611
ENSG00000264314,MIR548AT,42494773,42494830
ENSG00000267222,AC107993.1,42495867,42496550
ENSG00000267632,AC067852.6,42509784,42511519
ENSG00000283929,MIR5010,42514188,42514307
ENSG00000267185,PTP4A2P1,42533532,42534009
ENSG00000108784,NAGLU,42536172,42544449
ENSG00000266929,AC067852.1,42536510,42562062
ENSG00000108785,HSD17B1P1,42546764,42548706
ENSG00000108786,HSD17B1,42549214,42555213
ENSG00000266962,AC067852.2,42552436,42554748
ENSG00000068120,COASY,42561467,42566277
ENSG00000108788,MLX,42567068,42573239
ENSG00000131470,PSMC3IP,42572315,42577831
ENSG00000141699,RETREG3,42579513,42610623
ENSG00000280183,AC067852.7,42598643,42599177
ENSG00000131462,TUBG1,42609676,42615234
ENSG00000267189,ATP5LP7,42647834,42648143
ENSG00000267132,HMGB3P27,42648178,42648738
ENSG00000037042,TUBG2,42659305,42667006
ENSG00000068137,PLEKHH3,42667914,42676994
ENSG00000184451,CCR10,42678889,42683917
ENSG00000267042,AC100793.2,42679963,42682020
ENSG00000108797,CNTNAP1,42682613,42699814
ENSG00000267765,AC100793.3,42683187,42699466
ENSG00000108799,EZH1,42700275,42745049
ENSG00000275273,MIR6780A,42708084,42708151
ENSG00000239671,AC100793.1,42714299,42714643
ENSG00000273650,AC100793.4,42751289,42751717
ENSG00000214578,HMGN2P15,42753530,42753799
ENSG00000197291,RAMP2-AS1,42753914,42761257
ENSG00000131477,RAMP2,42758447,42763041
ENSG00000131475,VPS25,42773436,42779599
ENSG00000126562,WNK4,42780678,42796936
ENSG00000183978,COA3,42795147,42798704
ENSG00000176563,CNTD1,42798792,42811587
ENSG00000126581,BECN1,42810134,42833350
ENSG00000278447,MIR6781,42823880,42823943
ENSG00000131467,PSME3,42824385,42843758
ENSG00000131480,AOC2,42844600,42850707
ENSG00000131471,AOC3,42851184,42858130
ENSG00000260105,AOC4P,42865922,42874369
ENSG00000213373,LINC00671,42874670,42898704
ENSG00000252039,RNU6-287P,42891338,42891435
ENSG00000131482,G6PC,42900797,42913369
ENSG00000212149,SNORA40,42940575,42940702
ENSG00000266967,AARSD1,42950526,42964498
ENSG00000108825,PTGES3L-AARSD1,42950526,42980528
ENSG00000267060,PTGES3L,42968088,42980433
ENSG00000198863,RUNDC1,42980565,42993690
ENSG00000131469,RPL27,42998273,43002959
ENSG00000068079,IFI35,43006725,43014456
ENSG00000108828,VAT1,43014605,43025123
ENSG00000108830,RND2,43025241,43032036
ENSG00000012048,BRCA1,43044295,43170245
ENSG00000240828,RPL21P4,43079302,43079780
ENSG00000198496,NBR2,43125610,43153671
ENSG00000267681,AC135721.2,43144956,43145255
ENSG00000267002,AC060780.1,43148368,43171037
ENSG00000267595,AC060780.3,43168170,43168249
ENSG00000267340,AC060780.2,43169880,43170077
ENSG00000188554,NBR1,43170481,43211689
ENSG00000184988,TMEM106A,43211835,43220041
ENSG00000236383,LINC00854,43216941,43305397
ENSG00000274585,RNU2-1,43233787,43233977
ENSG00000275616,U2,43239921,43240111
ENSG00000273709,U2,43241180,43241370
ENSG00000274432,U2,43245674,43245864
ENSG00000278048,U2,43251829,43252019
ENSG00000276596,U2,43266633,43266823
ENSG00000277903,U2,43271369,43271559
ENSG00000278774,U2,43273101,43273292
ENSG00000274862,U2,43277978,43278168
ENSG00000274062,U2,43284139,43284329
ENSG00000274452,U2,43290291,43290481
ENSG00000275219,U2,43296425,43296615
ENSG00000278591,U2,43300041,43300231
ENSG00000279602,AC109326.1,43360041,43361361
ENSG00000188825,LINC00910,43369845,43389199
ENSG00000277084,RNU2-4P,43387226,43387417
ENSG00000252882,RNU6-1137P,43395993,43396091
ENSG00000175906,ARL4D,43398959,43401137
ENSG00000251763,RNU6-470P,43412427,43412530
ENSG00000267151,MIR2117HG,43444707,43451200
ENSG00000284344,MIR2117,43444806,43444885
ENSG00000252279,RNU6-406P,43445507,43445613
ENSG00000252729,RNU6-971P,43473585,43473690
ENSG00000237888,AC087650.1,43476198,43476665
ENSG00000067596,DHX8,43483865,43544463
ENSG00000175832,ETV4,43527844,43579620
ENSG00000267747,AC068675.1,43544785,43610338
ENSG00000278109,Metazoa_SRP,43607436,43607723
ENSG00000005102,MEOX1,43640388,43661954
ENSG00000267440,AC004149.1,43680273,43705884
ENSG00000267253,AC055813.1,43718314,43720436
ENSG00000167941,SOST,43753731,43758788
ENSG00000108861,DUSP3,43766121,43778988
ENSG00000231256,C17orf105,43780435,43787612
ENSG00000267604,AC003098.1,43782804,43784682
ENSG00000161647,MPP3,43800799,43833170
ENSG00000161649,CD300LG,43847148,43863629
ENSG00000108852,MPP2,43875357,43909711
ENSG00000282199,AC007993.3,43914433,43923001
ENSG00000267496,FAM215A,43917194,43917985
ENSG00000267166,AC007993.1,43922775,43927388
ENSG00000267420,AC007993.2,43927563,43932622
ENSG00000261514,LINC01976,43938363,43938959
ENSG00000108849,PPY,43940804,43942468
ENSG00000131096,PYY,43952738,44004469
ENSG00000161653,NAGS,44004546,44009063
ENSG00000091947,TMEM101,44011188,44023946
ENSG00000221044,U3,44025020,44025223
ENSG00000161654,LSM12,44034635,44067619
ENSG00000141349,G6PC3,44070735,44076344
ENSG00000108840,HDAC5,44076746,44123702
ENSG00000267638,AC023855.1,44115912,44120595
ENSG00000212446,RNU6-131P,44135883,44135989
ENSG00000125319,C17orf53,44141906,44162476
ENSG00000161664,ASB16,44170447,44179083
ENSG00000267080,ASB16-AS1,44175973,44186717
ENSG00000168591,TMUB2,44186970,44191731
